domain_id,subdomain_id,variable_id,variable_code,variable_name
EBA_Float,EBA_Float,EBA_FIELD_mi889,mi889,Adjusted value of the collateral (IFR)
EBA_Float,EBA_Float,EBA_FIELD_mi89,mi89,CRM substitution effects Outflows including value adjustments and provisions
EBA_Float,EBA_Float,EBA_FIELD_mi890,mi890,"Market value, option premium"
EBA_Float,EBA_Float,EBA_FIELD_mi9,mi9,Acquisition cost
EBA_Float,EBA_Float,EBA_FIELD_mi90,mi90,CRM Financial collateral: adjusted value (Cvam)
EBA_Float,EBA_Float,EBA_FIELD_mi900,mi900,Requirement expressed as amount
EBA_Float,EBA_Float,EBA_FIELD_mi903,mi903,Percentage of ASA (old)
EBA_Float,EBA_Float,EBA_FIELD_mi904,mi904,Percentage of income (old)
EBA_Float,EBA_Float,EBA_FIELD_mi91,mi91,CRM Funded credit protection (Cva)
EBA_Float,EBA_Float,EBA_FIELD_mi911,mi911,Sensitivity to risk factors
EBA_Float,EBA_Float,EBA_FIELD_mi92,mi92,CRM substitution effects - Funded credit protection
EBA_Float,EBA_Float,EBA_FIELD_mi920,mi920,Amount of overcollateralisation and funded reserve accounts
EBA_Float,EBA_Float,EBA_FIELD_mi925,mi925,Market value (flow)
EBA_Float,EBA_Float,EBA_FIELD_mi93,mi93,CRM substitution effects - Unfunded credit protection: adjusted values (GA)
EBA_Float,EBA_Float,EBA_FIELD_mi931,mi931,Risk weighted exposure amount after supporting factors.Regulatory add-on
EBA_Float,EBA_Float,EBA_FIELD_mi933,mi933,Remunerations threshold
EBA_Float,EBA_Float,EBA_FIELD_mi94,mi94,CRM substitution effects - Value of Credit derivatives
EBA_Float,EBA_Float,EBA_FIELD_mi949,mi949,"Gross carrying amount, Gross carrying amount of Collateral obtained"
EBA_Float,EBA_Float,EBA_FIELD_mi95,mi95,CRM substitution effects - Value of Financial collateral: simple method
EBA_Float,EBA_Float,EBA_FIELD_mi96,mi96,CRM substitution effects - Value of Guarantees
EBA_Float,EBA_Float,EBA_FIELD_mi961,mi961,"Computable amount, risk weighted exposure amount after CAP"
EBA_Float,EBA_Float,EBA_FIELD_mi962,mi962,"8% of computable amount, own funds requirements"
EBA_Float,EBA_Float,EBA_FIELD_mi963,mi963,8% of computable amount
EBA_Float,EBA_Float,EBA_FIELD_mi968,mi968,Average carrying amount over the four quarters
EBA_Float,EBA_Float,EBA_FIELD_mi97,mi97,CRM substitution effects - Value of Other funded credit protection
EBA_Float,EBA_Float,EBA_FIELD_mi98,mi98,"CRM substitution effects Inflows, including value adjustments and provisions"
EBA_Float,EBA_Float,EBA_FIELD_mi981,mi981,Notional amount - V(notional)
EBA_Float,EBA_Float,EBA_FIELD_mi982,mi982,Adjustments for gains and losses already accounted for (P&L) and adjustments for the case of a default (Adjustment)
EBA_Float,EBA_Float,EBA_FIELD_mi988,mi988,Collateral market value
EBA_Float,EBA_Float,EBA_FIELD_mi99,mi99,"CRM substitution effects Outflows, including value adjustments and provisions"
EBA_Float,EBA_Float,EBA_FIELD_mi993,mi993,Expected credit loss amount without overlays (IFRS 9)
EBA_Float,EBA_Float,EBA_FIELD_mi9982,mi9982,"Net jump-to-default (JTD) amount, not risk-weighted"
EBA_Float,EBA_Float,EBA_FIELD_pd371,pd371,Default rate
EBA_Float,EBA_Float,EBA_FIELD_pd372,pd372,Loss rate
EBA_Float,EBA_Float,EBA_FIELD_pd378,pd378,Long-run PD
EBA_Float,EBA_Float,EBA_FIELD_pd379,pd379,Cure rate defaulted assets
EBA_Float,EBA_Float,EBA_FIELD_pd380,pd380,Recovery rate not cured foreclosed assets
EBA_Float,EBA_Float,EBA_FIELD_pd410,pd410,Exposure weighted average default rate
EBA_Float,EBA_Float,EBA_FIELD_pd411,pd411,Case weighted average default rate
EBA_Float,EBA_Float,EBA_FIELD_pd799,pd799,Average historical annual default rate
EBA_Float,EBA_Float,EBA_FIELD_pi1033,pi1033,Percentage of the notional amount
EBA_Float,EBA_Float,EBA_FIELD_pi1034,pi1034,Ratio of the change in the economic value of equity to the Tier 1
EBA_Float,EBA_Float,EBA_FIELD_pi1035,pi1035,Ratio of the change in the net interest income to the Tier 1
EBA_Float,EBA_Float,EBA_FIELD_pi1047,pi1047,Weighted average percentage of the interest rate shock
EBA_Float,EBA_Float,EBA_FIELD_pi1048,pi1048,Annualised average conditional prepayment rate
EBA_Float,EBA_Float,EBA_FIELD_pi1049,pi1049,Cumulative average conditional early redemption rate
EBA_Float,EBA_Float,EBA_FIELD_pi111,pi111,ELGD
EBA_Float,EBA_Float,EBA_FIELD_pi1209,pi1209,"Average PD, weighted by JTD DRC"
EBA_Float,EBA_Float,EBA_FIELD_pi128,pi128,Exposure weighted average LGD
EBA_Float,EBA_Float,EBA_FIELD_pi1324,pi1324,Quantitative target (percentage)
EBA_Float,EBA_Float,EBA_FIELD_pi1325,pi1325,Weighted-to-Short ratio (WtS)
EBA_Float,EBA_Float,EBA_FIELD_pi1347,pi1347,Ratio of holdings of own funds instruments issued by liquidation entities over eligible own funds and eligible liabilities
EBA_Float,EBA_Float,EBA_FIELD_pi1375,pi1375,Equity exposures` share of total assets
EBA_Float,EBA_Float,EBA_FIELD_pi1391,pi1391,% of total exposure in currency area
EBA_Float,EBA_Float,EBA_FIELD_pi1392,pi1392,% of total exposure in sector
EBA_Float,EBA_Float,EBA_FIELD_pi1393,pi1393,% of total exposure in country
EBA_Float,EBA_Float,EBA_FIELD_pi1394,pi1394,% of bonds with specific rating
EBA_Float,EBA_Float,EBA_FIELD_pi158,pi158,LGD
EBA_Float,EBA_Float,EBA_FIELD_pi1716,pi1716,Swap delivered interest rate (for buyer)
EBA_Float,EBA_Float,EBA_FIELD_pi1723,pi1723,Swap received interest rate (for buyer)
EBA_Float,EBA_Float,EBA_FIELD_pi1731,pi1731,"Average LGD, weighted by JTD DRC"
EBA_Float,EBA_Float,EBA_FIELD_pi185,pi185,Own funds requirements before securitisation (Kirb)
EBA_Float,EBA_Float,EBA_FIELD_pi187,pi187,PD assigned to the obligor grade or pool
EBA_Float,EBA_Float,EBA_FIELD_pi188,pi188,Percentage for calculating transitional adjustments
EBA_Float,EBA_Float,EBA_FIELD_pi189,pi189,Percentage of participation of the reporting institution in the securitisation
EBA_Float,EBA_Float,EBA_FIELD_pi190,pi190,Percentage of retention of securitisations at reporting date
EBA_Float,EBA_Float,EBA_FIELD_pi220,pi220,Share of eligible capital
EBA_Float,EBA_Float,EBA_FIELD_pi221,pi221,Share of equity interest
EBA_Float,EBA_Float,EBA_FIELD_pi222,pi222,Share of ownership instruments
EBA_Float,EBA_Float,EBA_FIELD_pi223,pi223,Share of voting rights
EBA_Float,EBA_Float,EBA_FIELD_pi227,pi227,SVaR Multiplication factor (percentage)
EBA_Float,EBA_Float,EBA_FIELD_pi262,pi262,VaR Multiplication factor (percentage)
EBA_Float,EBA_Float,EBA_FIELD_pi270,pi270,Leverage Ratio - Tier 1 fully phased-in definition
EBA_Float,EBA_Float,EBA_FIELD_pi271,pi271,Leverage Ratio - Tier 1 transitional definition
EBA_Float,EBA_Float,EBA_FIELD_pi281,pi281,Exposure value after application of exemptions and CRM divided by eligible capital
EBA_Float,EBA_Float,EBA_FIELD_pi282,pi282,Exposure value before application of exemptions and CRM divided by eligible capital
EBA_Float,EBA_Float,EBA_FIELD_pi313,pi313,Leverage Ratio - Tier1 fully phased-in definition
EBA_Float,EBA_Float,EBA_FIELD_pi314,pi314,Leverage Ratio - Tier1 transitional definition (mean of monthly values over a quarter)
EBA_Float,EBA_Float,EBA_FIELD_pi317,pi317,Percentage of capital ratio
EBA_Float,EBA_Float,EBA_FIELD_pi321,pi321,LE Exposure value after application of exemptions and CRM divided by eligible capital
EBA_Float,EBA_Float,EBA_FIELD_pi332,pi332,Average rate
EBA_Float,EBA_Float,EBA_FIELD_pi334,pi334,Percentage of LCR
EBA_Float,EBA_Float,EBA_FIELD_pi335,pi335,Percentage of NSFR
EBA_Float,EBA_Float,EBA_FIELD_pi370,pi370,Credit conversion factor
EBA_Float,EBA_Float,EBA_FIELD_pi373,pi373,Haircut
EBA_Float,EBA_Float,EBA_FIELD_pi377,pi377,PD
EBA_Float,EBA_Float,EBA_FIELD_pi418,pi418,Liquidity coverage ratio percentage
EBA_Float,EBA_Float,EBA_FIELD_pi434,pi434,Liquidity coverage applicable weight
EBA_Float,EBA_Float,EBA_FIELD_pi452,pi452,Weight applied to the countercyclical buffer rate
EBA_Float,EBA_Float,EBA_FIELD_pi453,pi453,Countercyclical capital buffer rate set by the Designated Authority
EBA_Float,EBA_Float,EBA_FIELD_pi454,pi454,Countercyclical capital buffer rate applicable in the country of the institution
EBA_Float,EBA_Float,EBA_FIELD_pi455,pi455,Institution-specific countercyclical capital buffer rate
EBA_Float,EBA_Float,EBA_FIELD_pi463,pi463,PD (IFRS 9)
EBA_Float,EBA_Float,EBA_FIELD_pi464,pi464,PD assigned to the obligor grade (without conservative adjustment)
EBA_Float,EBA_Float,EBA_FIELD_pi465,pi465,"Average LGD (IFRS 9), weighted by PD * EAD"
EBA_Float,EBA_Float,EBA_FIELD_pi468,pi468,PD (IFRS 9) that would trigger transfer to impairment stage 2
EBA_Float,EBA_Float,EBA_FIELD_pi469,pi469,Maximum PD (IFRS 9) that would allow the facility to be considered as a facility with low credit risk
EBA_Float,EBA_Float,EBA_FIELD_pi471,pi471,GDP growth
EBA_Float,EBA_Float,EBA_FIELD_pi472,pi472,Weight of economic scenario for calculation of average (IFRS 9)
EBA_Float,EBA_Float,EBA_FIELD_pi474,pi474,Variation of fixed overheads (%)
EBA_Float,EBA_Float,EBA_FIELD_pi48,pi48,Applicable percentage limit for institutions
EBA_Float,EBA_Float,EBA_FIELD_pi480,pi480,Percentage of trading book business
EBA_Float,EBA_Float,EBA_FIELD_pi481,pi481,Percentage of business subject to market risk
EBA_Float,EBA_Float,EBA_FIELD_pi54,pi54,Average risk weight
EBA_Float,EBA_Float,EBA_FIELD_pi554,pi554,IPV coverage.Output testing
EBA_Float,EBA_Float,EBA_FIELD_pi590,pi590,Market share
EBA_Float,EBA_Float,EBA_FIELD_pi61,pi61,Capital buffer
EBA_Float,EBA_Float,EBA_FIELD_pi618,pi618,Coupon rate / interest rate
EBA_Float,EBA_Float,EBA_FIELD_pi647,pi647,Percentage of leverage ratio
EBA_Float,EBA_Float,EBA_FIELD_pi648,pi648,Leverage ratio - without IFRS 9 or analogous ECL transitional arrangements
EBA_Float,EBA_Float,EBA_FIELD_pi649,pi649,Leverage ratio - without the temporary treatment of unrealised gains and losses measured at fair value through OCI
EBA_Float,EBA_Float,EBA_FIELD_pi656,pi656,Percentage of IRB in approach applied
EBA_Float,EBA_Float,EBA_FIELD_pi659,pi659,Exposures in default
EBA_Float,EBA_Float,EBA_FIELD_pi660,pi660,Attachment point
EBA_Float,EBA_Float,EBA_FIELD_pi661,pi661,Expected loss
EBA_Float,EBA_Float,EBA_FIELD_pi662,pi662,Unexpected loss
EBA_Float,EBA_Float,EBA_FIELD_pi665,pi665,Percentage of retail exposure in IRB pools
EBA_Float,EBA_Float,EBA_FIELD_pi666,pi666,Own funds requirements before securitisations (Ksa)
EBA_Float,EBA_Float,EBA_FIELD_pi670,pi670,Detachment point
EBA_Float,EBA_Float,EBA_FIELD_pi672,pi672,Attachment point of risk sold
EBA_Float,EBA_Float,EBA_FIELD_pi673,pi673,Detachment point of risk sold
EBA_Float,EBA_Float,EBA_FIELD_pi674,pi674,Risk transfer claimed by originator institution
EBA_Float,EBA_Float,EBA_FIELD_pi700,pi700,Exposure value before application of exemptions and CRM divided by Tier 1 capital
EBA_Float,EBA_Float,EBA_FIELD_pi701,pi701,LE exposure value after application of exemptions and CRM divided by Tier 1 capital
EBA_Float,EBA_Float,EBA_FIELD_pi708,pi708,Share of the size of the derivative business
EBA_Float,EBA_Float,EBA_FIELD_pi758,pi758,Liquidity coverage standard amount
EBA_Float,EBA_Float,EBA_FIELD_pi792,pi792,Density of risk weighted exposure amounts
EBA_Float,EBA_Float,EBA_FIELD_pi797,pi797,Arithmetic average PD
EBA_Float,EBA_Float,EBA_FIELD_pi802,pi802,RSF applicable factor
EBA_Float,EBA_Float,EBA_FIELD_pi804,pi804,ASF applicable factor
EBA_Float,EBA_Float,EBA_FIELD_pi805,pi805,Net stable funding ratio
EBA_Float,EBA_Float,EBA_FIELD_pi808,pi808,Percentage of capital ratio without application of the transitional provisions on IFRS 9
EBA_Float,EBA_Float,EBA_FIELD_pi824,pi824,Percentage of leverage ratio exposure value
EBA_Float,EBA_Float,EBA_FIELD_pi826,pi826,Percentage of recognised eligible liabilities
EBA_Float,EBA_Float,EBA_FIELD_pi827,pi827,Regulatory requirement (%)
EBA_Float,EBA_Float,EBA_FIELD_pi84,pi84,Conversion factor applied to revolving securitisation
EBA_Float,EBA_Float,EBA_FIELD_pi842,pi842,Percentage of TREA
EBA_Float,EBA_Float,EBA_FIELD_pi848,pi848,Adjustments to the recapitalisation amount resulting from balance sheet depletion
EBA_Float,EBA_Float,EBA_FIELD_pi880,pi880,Adjusments for calibrating the loss absorbing amount
EBA_Float,EBA_Float,EBA_FIELD_pi881,pi881,Adjustments for calibrating the recapitalisation amount
EBA_Float,EBA_Float,EBA_FIELD_pi892,pi892,Percentage of CMH
EBA_Float,EBA_Float,EBA_FIELD_pi893,pi893,Percentage of client securities deposited
EBA_Float,EBA_Float,EBA_FIELD_pi898,pi898,Percentage of trading book exposures
EBA_Float,EBA_Float,EBA_FIELD_pi899,pi899,Percentage of non-trading book
EBA_Float,EBA_Float,EBA_FIELD_pi901,pi901,Percentage of own funds ratio
EBA_Float,EBA_Float,EBA_FIELD_pi905,pi905,Exposure value (%)
EBA_Float,EBA_Float,EBA_FIELD_pi907,pi907,Risk weighted exposure amount after SME-supporting factor.Regulatory add-on (%)
EBA_Float,EBA_Float,EBA_FIELD_pi908,pi908,Exposure weighted average LGD (without conservative adjustment)
EBA_Float,EBA_Float,EBA_FIELD_pi909,pi909,"Exposure weighted average LGD (without conservative adjustment, without downturn component)"
EBA_Float,EBA_Float,EBA_FIELD_pi926,pi926,Percentage of ASA
EBA_Float,EBA_Float,EBA_FIELD_pi927,pi927,Percentage of income
EBA_Float,EBA_Float,EBA_FIELD_pi929,pi929,Exposure weighted conversion factors (%)
EBA_Float,EBA_Float,EBA_FIELD_pi934,pi934,Percentage of staff
EBA_Float,EBA_Float,EBA_FIELD_pi935,pi935,"Gender pay gap, based on median"
EBA_Float,EBA_Float,EBA_FIELD_pi936,pi936,"Gender pay gap, based on mean"
EBA_Float,EBA_Float,EBA_FIELD_pi940,pi940,Approved higher ratio
EBA_Float,EBA_Float,EBA_FIELD_pi943,pi943,Maximum ratio between the variable and fixed remuneration
EBA_Float,EBA_Float,EBA_FIELD_pi947,pi947,Portfolio where the counterparty provided estimates (percentage)
EBA_Float,EBA_Float,EBA_FIELD_pi950,pi950,"Gross carrying amount, Gross carrying amount of Collateral obtained (percentage)"
EBA_Float,EBA_Float,EBA_FIELD_pi957,pi957,Points of distance to the 2030 NZE scenario
EBA_Float,EBA_Float,EBA_FIELD_pi959,pi959,Percentage of leverage ratio (Tier 1 transitional definition or Tier 1 final definition)
EBA_Float,EBA_Float,EBA_FIELD_pi960,pi960,Leverage Ratio - Tier 1 transitional definition or Leverage Ratio - Tier 1 fully phased-in definition
EBA_Float,EBA_Float,EBA_FIELD_pi972,pi972,Gross carrying amount (percentage counterparties compared to total gross carrying amount)
EBA_Float,EBA_Float,EBA_FIELD_pi977,pi977,Percentage of exposures estimated
EBA_Float,EBA_Float,EBA_FIELD_pi979,pi979,Own funds requirement (%)
EBA_Float,EBA_Float,EBA_FIELD_pi980,pi980,Recovery rate
EBA_Float,EBA_Float,EBA_FIELD_pi987,pi987,Risk weight
EBA_Float,EBA_Float,EBA_FIELD_pi989,pi989,PD without overlays (IFRS 9)
EBA_Float,EBA_Float,EBA_FIELD_pi990,pi990,TTC/Unconditional PD without overlays (IFRS 9)
EBA_Float,EBA_Float,EBA_FIELD_pi991,pi991,"Average LGD (IFRS 9), weighted by EAD, without overlays"
EBA_Float,EBA_Float,EBA_FIELD_pi994,pi994,Transition Rate (IFRS9)
EBA_Float,EBA_Float,EBA_FIELD_pi995,pi995,"Average LGD (IFRS 9), weighted by EAD"
EBA_Float,EBA_Float,EBA_FIELD_qAAM,qAAM,Amount of adjustments
EBA_Float,EBA_Float,EBA_FIELD_qAAN,qAAN,Approach for calculating the Financial component
EBA_Float,EBA_Float,EBA_FIELD_qAAO,qAAO,Unfloored total risk exposure amount (U-TREA)
EBA_Float,EBA_Float,EBA_FIELD_qAAP,qAAP,Floor adjustment amount
EBA_Float,EBA_Float,EBA_FIELD_qAAQ,qAAQ,Standardised total risk exposure amount (S-TREA)
EBA_Float,EBA_Float,EBA_FIELD_qAAR,qAAR,Factor for calculation of output floor adjustment (x)
EBA_Float,EBA_Float,EBA_FIELD_qAAS,qAAS,Amount offset for the calculation of the Leverage ratio exposure value
EBA_Float,EBA_Float,EBA_FIELD_qAAU,qAAU,Surplus/Deficit of own funds
EBA_Float,EBA_Float,EBA_FIELD_qAAX,qAAX,Amounts deducted from regulatory capital
EBA_Float,EBA_Float,EBA_FIELD_qAAY,qAAY,Overall capital requirement ratio (OCR)
EBA_Float,EBA_Float,EBA_FIELD_qAAZ,qAAZ,Total SREP capital requirement ratio (TSCR)
EBA_Float,EBA_Float,EBA_FIELD_qABH,qABH,Overall capital requirement and Pillar 2 Guidance (P2G)
EBA_Float,EBA_Float,EBA_FIELD_qABJ,qABJ,Amount of regulatory capital
EBA_Float,EBA_Float,EBA_FIELD_qABK,qABK,Amount of Pillar 2 guidance (P2G)
EBA_Float,EBA_Float,EBA_FIELD_qABL,qABL,Amount of buffer
EBA_Float,EBA_Float,EBA_FIELD_qABN,qABN,Pillar 1 capital requirement ratio
EBA_Float,EBA_Float,EBA_FIELD_qABU,qABU,Minimum coverage requirement
EBA_Float,EBA_Float,EBA_FIELD_qABV,qABV,"Value used for market risk, net"
EBA_Float,EBA_Float,EBA_FIELD_qACN,qACN,Primary asset class of cover pool
EBA_Float,EBA_Float,EBA_FIELD_qACU,qACU,Liquidity horizon
EBA_Float,EBA_Float,EBA_FIELD_qACW,qACW,Length of observation period
EBA_Float,EBA_Float,EBA_FIELD_qADU,qADU,Type of guarantee
EBA_Float,EBA_Float,EBA_FIELD_qADY,qADY,Type of financial liability
EBA_Float,EBA_Float,EBA_FIELD_qADZ,qADZ,Type of non-financial liability
EBA_Float,EBA_Float,EBA_FIELD_qAEP,qAEP,Type of resolution strategy
EBA_Float,EBA_Float,EBA_FIELD_qAEY,qAEY,Changes in carrying amount
EBA_Float,EBA_Float,EBA_FIELD_qAFF,qAFF,Type of financial instruments
EBA_Float,EBA_Float,EBA_FIELD_qAFH,qAFH,Changes in equity
EBA_Float,EBA_Float,EBA_FIELD_qAFN,qAFN,Losses
EBA_Float,EBA_Float,EBA_FIELD_qAFR,qAFR,Income or expense
EBA_Float,EBA_Float,EBA_FIELD_qAFT,qAFT,Change in fair value
EBA_Float,EBA_Float,EBA_FIELD_qAFU,qAFU,Gains and losses
EBA_Float,EBA_Float,EBA_FIELD_qAFW,qAFW,Amount maturing since previous reported position
EBA_Float,EBA_Float,EBA_FIELD_qAFX,qAFX,Amounts to be issued since previous reporting position
EBA_Float,EBA_Float,EBA_FIELD_qAFY,qAFY,Amount of losses
EBA_Float,EBA_Float,EBA_FIELD_qAFZ,qAFZ,Daily change in portfolio valuation
EBA_Float,EBA_Float,EBA_FIELD_qAGL,qAGL,Changes in gross carrying amount
EBA_Float,EBA_Float,EBA_FIELD_qAGM,qAGM,"Impairment, negative changes in fair value due to credit risk"
EBA_Float,EBA_Float,EBA_FIELD_qAGQ,qAGQ,Changes in collateral value
EBA_Float,EBA_Float,EBA_FIELD_qAGX,qAGX,Maximum amount of the collateral or guarantee that can be considered
EBA_Float,EBA_Float,EBA_FIELD_qAGY,qAGY,"Nominal amount, Maximum collateral/guarantee that can be considered"
EBA_Float,EBA_Float,EBA_FIELD_qAGZ,qAGZ,Present value
EBA_Float,EBA_Float,EBA_FIELD_qAHA,qAHA,Principal amount outstanding
EBA_Float,EBA_Float,EBA_FIELD_qAHE,qAHE,Stressed Value at Risk (VAR)
EBA_Float,EBA_Float,EBA_FIELD_qAHF,qAHF,Value at Risk (VAR)
EBA_Float,EBA_Float,EBA_FIELD_qAHG,qAHG,Amount of additional collateral
EBA_Float,EBA_Float,EBA_FIELD_qAHI,qAHI,"Fair value, Market value, Present value"
EBA_Float,EBA_Float,EBA_FIELD_qAHL,qAHL,Surplus/(Deficit) of stable funding
EBA_Float,EBA_Float,EBA_FIELD_qAHM,qAHM,Surplus/(Deficit) of liquidity buffer over net liquidity outflow
EBA_Float,EBA_Float,EBA_FIELD_qAHN,qAHN,Maximum amount of the collateral that can be considered
EBA_Float,EBA_Float,EBA_FIELD_qAHO,qAHO,Maximum amount of the guarantee that can be considered
EBA_Float,EBA_Float,EBA_FIELD_qAHT,qAHT,Changes in fair value due to credit risk
EBA_Float,EBA_Float,EBA_FIELD_qAHU,qAHU,Amounts derecognised for capital purposes
EBA_Float,EBA_Float,EBA_FIELD_qAHV,qAHV,Amounts exempted from the LE regime
EBA_Float,EBA_Float,EBA_FIELD_qAHZ,qAHZ,"Amounts not recognised as an asset, due to limits of paragraph 58 (b)"
EBA_Float,EBA_Float,EBA_FIELD_qAIA,qAIA,Factor amount
EBA_Float,EBA_Float,EBA_FIELD_qAIB,qAIB,Expected credit loss amount (IFRS 9)
EBA_Float,EBA_Float,EBA_FIELD_qAIC,qAIC,Large exposures applicable limit for institutions
EBA_Float,EBA_Float,EBA_FIELD_qAID,qAID,"Market value, fair value"
EBA_Float,EBA_Float,EBA_FIELD_qAIF,qAIF,Gross jump-to-default (JTD) amount
EBA_Float,EBA_Float,EBA_FIELD_qAIG,qAIG,Gross notional value
EBA_Float,EBA_Float,EBA_FIELD_qAIH,qAIH,Large exposures applicable limit for non institutions
EBA_Float,EBA_Float,EBA_FIELD_qAII,qAII,Negative value adjustments due to market risk
EBA_Float,EBA_Float,EBA_FIELD_qAIJ,qAIJ,Negative value adjustments due to credit risk
EBA_Float,EBA_Float,EBA_FIELD_qAIM,qAIM,Assumed charge for CTP floor
EBA_Float,EBA_Float,EBA_FIELD_qAIO,qAIO,Monetary amount of criticality assessment of economic functions
EBA_Float,EBA_Float,EBA_FIELD_qAIQ,qAIQ,Close-out amount
EBA_Float,EBA_Float,EBA_FIELD_qAIU,qAIU,Amount of write-offs
EBA_Float,EBA_Float,EBA_FIELD_qAJA,qAJA,Recoveries from litigation procedures concluded
EBA_Float,EBA_Float,EBA_FIELD_qAJB,qAJB,Large exposures applicable limit for institutions or group
EBA_Float,EBA_Float,EBA_FIELD_qAJC,qAJC,Daily average value at end of settlement day over the previous year or shorter time period
EBA_Float,EBA_Float,EBA_FIELD_qAJH,qAJH,Income
EBA_Float,EBA_Float,EBA_FIELD_qAJI,qAJI,Contribution to default fund
EBA_Float,EBA_Float,EBA_FIELD_qAJJ,qAJJ,Value of positions
EBA_Float,EBA_Float,EBA_FIELD_qAJK,qAJK,Peak amount of intraday liquidity or collateral requirements
EBA_Float,EBA_Float,EBA_FIELD_qAJL,qAJL,Amount of additional liquidity or collateral requirements
EBA_Float,EBA_Float,EBA_FIELD_qAJN,qAJN,Amount of payment
EBA_Float,EBA_Float,EBA_FIELD_qAJO,qAJO,Gross deferred amount
EBA_Float,EBA_Float,EBA_FIELD_qAJP,qAJP,"Carrying amount, nominal amount, net positive current exposure, potential future exposure"
EBA_Float,EBA_Float,EBA_FIELD_qAJQ,qAJQ,Gross amount
EBA_Float,EBA_Float,EBA_FIELD_qAJR,qAJR,Amount held as custodian on behalf of customers
EBA_Float,EBA_Float,EBA_FIELD_qAJS,qAJS,"Amounts eligible for the purposes of MREL, but not TLAC"
EBA_Float,EBA_Float,EBA_FIELD_qAJT,qAJT,"Execution price, Order price"
EBA_Float,EBA_Float,EBA_FIELD_qAJU,qAJU,Execution price
EBA_Float,EBA_Float,EBA_FIELD_qAJV,qAJV,Order price
EBA_Float,EBA_Float,EBA_FIELD_qAJW,qAJW,Contribution to total margin given
EBA_Float,EBA_Float,EBA_FIELD_qAJX,qAJX,"Market value, option premium"
EBA_Float,EBA_Float,EBA_FIELD_qAJY,qAJY,Acquisition cost
EBA_Float,EBA_Float,EBA_FIELD_qAJZ,qAJZ,Liquidity requirement
EBA_Float,EBA_Float,EBA_FIELD_qAKA,qAKA,Sensitivity to risk factors
EBA_Float,EBA_Float,EBA_FIELD_qAKB,qAKB,Remunerations threshold
EBA_Float,EBA_Float,EBA_FIELD_qAKC,qAKC,Loss rate
EBA_Float,EBA_Float,EBA_FIELD_qAKE,qAKE,Long-run PD
EBA_Float,EBA_Float,EBA_FIELD_qAKF,qAKF,Cure rate defaulted assets
EBA_Float,EBA_Float,EBA_FIELD_qAKG,qAKG,Recovery rate not cured foreclosed assets
EBA_Float,EBA_Float,EBA_FIELD_qAKI,qAKI,Average rate
EBA_Float,EBA_Float,EBA_FIELD_qAKJ,qAKJ,Percentage of net stable funding ratio (NSFR)
EBA_Float,EBA_Float,EBA_FIELD_qAKK,qAKK,Probability of default (IFRS 9)
EBA_Float,EBA_Float,EBA_FIELD_qAKN,qAKN,Loss Given Default (IFRS9)
EBA_Float,EBA_Float,EBA_FIELD_qAKO,qAKO,PD level that triggers a transfer to stage 2
EBA_Float,EBA_Float,EBA_FIELD_qAKP,qAKP,Low risk of default PD thershold
EBA_Float,EBA_Float,EBA_FIELD_qAKQ,qAKQ,GDP growth
EBA_Float,EBA_Float,EBA_FIELD_qAKR,qAKR,Weight of economic scenario for calculation of average (IFRS 9)
EBA_Float,EBA_Float,EBA_FIELD_qAKS,qAKS,Variation of fixed overheads (%)
EBA_Float,EBA_Float,EBA_FIELD_qAKU,qAKU,Percentage of business
EBA_Float,EBA_Float,EBA_FIELD_qAKV,qAKV,Amount of deductions exceeding the level of capital
EBA_Float,EBA_Float,EBA_FIELD_qAKW,qAKW,Percentage of business subject to market risk
EBA_Float,EBA_Float,EBA_FIELD_qAKX,qAKX,Applicable amount of insufficient coverage
EBA_Float,EBA_Float,EBA_FIELD_qAKY,qAKY,Market share
EBA_Float,EBA_Float,EBA_FIELD_qAKZ,qAKZ,Coupon rate / interest rate
EBA_Float,EBA_Float,EBA_FIELD_qALA,qALA,Percentage of exposure value in Tier 1 capital
EBA_Float,EBA_Float,EBA_FIELD_qALC,qALC,Current exposure
EBA_Float,EBA_Float,EBA_FIELD_qALD,qALD,Percentage of recognised eligible liabilities
EBA_Float,EBA_Float,EBA_FIELD_qALF,qALF,Percentage of regulatory requirement
EBA_Float,EBA_Float,EBA_FIELD_qALL,qALL,Percentage of CMH
EBA_Float,EBA_Float,EBA_FIELD_qALN,qALN,Percentage of client securities deposited
EBA_Float,EBA_Float,EBA_FIELD_qALP,qALP,Percentage of trading book over own funds
EBA_Float,EBA_Float,EBA_FIELD_qALQ,qALQ,Percentage of non-trading book over own funds
EBA_Float,EBA_Float,EBA_FIELD_qALR,qALR,Exposure value as percentage of own funds
EBA_Float,EBA_Float,EBA_FIELD_qALS,qALS,Percentage of ASA
EBA_Float,EBA_Float,EBA_FIELD_qALT,qALT,Percentage of income
EBA_Float,EBA_Float,EBA_FIELD_qALU,qALU,Percentage of staff
EBA_Float,EBA_Float,EBA_FIELD_qALV,qALV,Gender pay gap
EBA_Float,EBA_Float,EBA_FIELD_qALX,qALX,Maximum ratio between the variable and fixed remuneration
EBA_Float,EBA_Float,EBA_FIELD_qALY,qALY,Recovery period length not cured foreclosed assets
EBA_Float,EBA_Float,EBA_FIELD_qALZ,qALZ,Backtesting multiplication factor add-on
