domain_id,subdomain_id,variable_id,variable_code,variable_name
EBA_Float,EBA_Float,EBA_FIELD_mi204,mi204,Reduction in RWA due to value adjustments and provisions
EBA_Float,EBA_Float,EBA_FIELD_mi208,mi208,Economic loss
EBA_Float,EBA_Float,EBA_FIELD_mi211,mi211,Risk adjustments and provisions
EBA_Float,EBA_Float,EBA_FIELD_mi212,mi212,Risk weighted exposure amount
EBA_Float,EBA_Float,EBA_FIELD_mi213,mi213,Risk weighted exposure amount after CAP
EBA_Float,EBA_Float,EBA_FIELD_mi214,mi214,Risk weighted exposure amount before CAP
EBA_Float,EBA_Float,EBA_FIELD_mi22,mi22,All price risk capital charge for CTP
EBA_Float,EBA_Float,EBA_FIELD_mi225,mi225,Stressed VAR
EBA_Float,EBA_Float,EBA_FIELD_mi228,mi228,Threshold applied in data collection - highest
EBA_Float,EBA_Float,EBA_FIELD_mi229,mi229,Threshold applied in data collection - lowest
EBA_Float,EBA_Float,EBA_FIELD_mi23,mi23,All price risk capital charge for CTP Floor
EBA_Float,EBA_Float,EBA_FIELD_mi230,mi230,Total amount of securitisation exposures originated
EBA_Float,EBA_Float,EBA_FIELD_mi231,mi231,Total amount of underlying securitised exposures of every originator
EBA_Float,EBA_Float,EBA_FIELD_mi232,mi232,Total amount of underlying securitised exposures of every originator at origination date
EBA_Float,EBA_Float,EBA_FIELD_mi235,mi235,Total risk exposure amount
EBA_Float,EBA_Float,EBA_FIELD_mi236,mi236,Total risk exposure amount contribution to the group
EBA_Float,EBA_Float,EBA_FIELD_mi237,mi237,"Total risk exposure amount, Risk weighted exposure amount"
EBA_Float,EBA_Float,EBA_FIELD_mi24,mi24,All price risk charge for CTP 12 weeks average
EBA_Float,EBA_Float,EBA_FIELD_mi243,mi243,Transitional computable amount
EBA_Float,EBA_Float,EBA_FIELD_mi244,mi244,Transitional provisions
EBA_Float,EBA_Float,EBA_FIELD_mi25,mi25,All price risk charge for CTP last measure
EBA_Float,EBA_Float,EBA_FIELD_mi250,mi250,Unsettled transactions at settlement price
EBA_Float,EBA_Float,EBA_FIELD_mi253,mi253,Value adjustments and provision associated with the original exposure
EBA_Float,EBA_Float,EBA_FIELD_mi255,mi255,"Value used for market risk, gross"
EBA_Float,EBA_Float,EBA_FIELD_mi256,mi256,"Value used for market risk, net"
EBA_Float,EBA_Float,EBA_FIELD_mi257,mi257,"Value used for market risk, net, weighted after cap"
EBA_Float,EBA_Float,EBA_FIELD_mi258,mi258,"Value used for market risk, net, weighted before cap"
EBA_Float,EBA_Float,EBA_FIELD_mi259,mi259,"Value used for market risk, subject to capital charge"
EBA_Float,EBA_Float,EBA_FIELD_mi260,mi260,"Value used for market risk, to be deducted from own funds"
EBA_Float,EBA_Float,EBA_FIELD_mi261,mi261,VAR
EBA_Float,EBA_Float,EBA_FIELD_mi263,mi263,Alternative LR Exposure Value. Method 2
EBA_Float,EBA_Float,EBA_FIELD_mi264,mi264,Alternative LR Exposure Value. Method 3
EBA_Float,EBA_Float,EBA_FIELD_mi265,mi265,Leverage ratio exposure value
EBA_Float,EBA_Float,EBA_FIELD_mi266,mi266,LR Exposure Value. Current replacement cost. Mark-to-Market Method
EBA_Float,EBA_Float,EBA_FIELD_mi267,mi267,Notional amount (same reference name and bought protection from CCP)
EBA_Float,EBA_Float,EBA_FIELD_mi268,mi268,Notional amount (same reference name and counterparty or CCP)
EBA_Float,EBA_Float,EBA_FIELD_mi269,mi269,Notional amount (same reference name)
EBA_Float,EBA_Float,EBA_FIELD_mi27,mi27,Alleviation of own funds requirements due to diversification
EBA_Float,EBA_Float,EBA_FIELD_mi272,mi272,Carrying amount assuming no netting or other credit risk mitigation
EBA_Float,EBA_Float,EBA_FIELD_mi273,mi273,Alternative LR Exposure Value. Add-on. Mark-to-Market Method. Assuming no netting or CRM
EBA_Float,EBA_Float,EBA_FIELD_mi274,mi274,Alternative LR Exposure Value. Add-on. Mark-to-Market Method. Method 2
EBA_Float,EBA_Float,EBA_FIELD_mi275,mi275,LR Exposure Value. Add-on. Mark-to-Market Method
EBA_Float,EBA_Float,EBA_FIELD_mi277,mi277,Amount due 30 days
EBA_Float,EBA_Float,EBA_FIELD_mi278,mi278,Amount due 30 days net of liquid collateral
EBA_Float,EBA_Float,EBA_FIELD_mi279,mi279,Amount of additional collateral
EBA_Float,EBA_Float,EBA_FIELD_mi28,mi28,Alleviation of own funds requirements due to risk mitigation techniques
EBA_Float,EBA_Float,EBA_FIELD_mi280,mi280,Payments due 30 days not reflected in the market value
EBA_Float,EBA_Float,EBA_FIELD_mi284,mi284,Threshold for holdings in relevant entities where an institution does not have a significant investment
EBA_Float,EBA_Float,EBA_FIELD_mi285,mi285,CRM unfunded credit protection adjusted values (G*) - Outflows
EBA_Float,EBA_Float,EBA_FIELD_mi286,mi286,Cumulative gains and losses due to changes in own credit risk on fair valued liabilities [prudential filter]
EBA_Float,EBA_Float,EBA_FIELD_mi287,mi287,Nominal amount
EBA_Float,EBA_Float,EBA_FIELD_mi29,mi29,Alleviation of own funds requirements due to the expected loss captured in business practices
EBA_Float,EBA_Float,EBA_FIELD_mi290,mi290,Amount specified for AE purposes
EBA_Float,EBA_Float,EBA_FIELD_mi291,mi291,Asset-specific value
EBA_Float,EBA_Float,EBA_FIELD_mi292,mi292,Asset-specific value. Excess of min coverage required
EBA_Float,EBA_Float,EBA_FIELD_mi295,mi295,Nominal amount. Excess of min coverage required
EBA_Float,EBA_Float,EBA_FIELD_mi296,mi296,Present value (swap)
EBA_Float,EBA_Float,EBA_FIELD_mi297,mi297,Present value (swap). Excess of min coverage required
EBA_Float,EBA_Float,EBA_FIELD_mi298,mi298,"Accumulated impairment, accumulated changes in fair value due to credit risk"
EBA_Float,EBA_Float,EBA_FIELD_mi30,mi30,Amount assigned to direct credit substitutes
EBA_Float,EBA_Float,EBA_FIELD_mi302,mi302,Notional amount (same reference name and same or higher maturity)
EBA_Float,EBA_Float,EBA_FIELD_mi303,mi303,LR Exposure Value. Collateralised
EBA_Float,EBA_Float,EBA_FIELD_mi304,mi304,LR Exposure Value. Non collateralised
EBA_Float,EBA_Float,EBA_FIELD_mi305,mi305,Exposure net of value adjustments and provisions. Collateralised
EBA_Float,EBA_Float,EBA_FIELD_mi306,mi306,Exposure net of value adjustments and provisions. Non collateralised
EBA_Float,EBA_Float,EBA_FIELD_mi307,mi307,Mark-to-market (Mark-to-Model) value
EBA_Float,EBA_Float,EBA_FIELD_mi308,mi308,Outstanding amount
EBA_Float,EBA_Float,EBA_FIELD_mi309,mi309,Risk weighted exposure amount pre SME-supporting factor
EBA_Float,EBA_Float,EBA_FIELD_mi31,mi31,Amount assigned to eligible liquidity facilities
EBA_Float,EBA_Float,EBA_FIELD_mi310,mi310,Risk weighted exposure amount after SME-supporting factor
EBA_Float,EBA_Float,EBA_FIELD_mi311,mi311,After transitional provisions (mean of monthly values over a quarter)
EBA_Float,EBA_Float,EBA_FIELD_mi312,mi312,LR Exposure Value (mean of monthly values over a quarter)
EBA_Float,EBA_Float,EBA_FIELD_mi315,mi315,Alternative LR Exposure value. Add-on for SFT
EBA_Float,EBA_Float,EBA_FIELD_mi32,mi32,Amount assigned to IRS / CRS
EBA_Float,EBA_Float,EBA_FIELD_mi320,mi320,LE Exposure value after application of exemptions and CRM
EBA_Float,EBA_Float,EBA_FIELD_mi322,mi322,Fair value according to regulatory netting
EBA_Float,EBA_Float,EBA_FIELD_mi323,mi323,Value after prudential haircuts
EBA_Float,EBA_Float,EBA_FIELD_mi324,mi324,Amount after applicable outflow rate
EBA_Float,EBA_Float,EBA_FIELD_mi325,mi325,Amount after applicable inflow rate
EBA_Float,EBA_Float,EBA_FIELD_mi33,mi33,Amount assigned to other off-balance sheet items
EBA_Float,EBA_Float,EBA_FIELD_mi336,mi336,Surplus/(Deficit) of stable funding
EBA_Float,EBA_Float,EBA_FIELD_mi337,mi337,Surplus/(Deficit) of liquid assets
EBA_Float,EBA_Float,EBA_FIELD_mi339,mi339,Maximum amount of the collateral that can be considered
EBA_Float,EBA_Float,EBA_FIELD_mi34,mi34,Amount contractually required to pay at maturity
EBA_Float,EBA_Float,EBA_FIELD_mi340,mi340,Maximum amount of the guarantee that can be considered
EBA_Float,EBA_Float,EBA_FIELD_mi341,mi341,Amount of new funds
EBA_Float,EBA_Float,EBA_FIELD_mi342,mi342,Amount of roll-over of liabilities
EBA_Float,EBA_Float,EBA_FIELD_mi343,mi343,Amount of liabilities maturing
EBA_Float,EBA_Float,EBA_FIELD_mi348,mi348,"Carrying amount, fair value"
EBA_Float,EBA_Float,EBA_FIELD_mi349,mi349,"Carrying amount, fair value, nominal value"
EBA_Float,EBA_Float,EBA_FIELD_mi35,mi35,Amount of Assets involved in the services provided by the institution
EBA_Float,EBA_Float,EBA_FIELD_mi352,mi352,"Fair value, Nominal amount"
EBA_Float,EBA_Float,EBA_FIELD_mi353,mi353,Gross amount before applicable inflow rate
EBA_Float,EBA_Float,EBA_FIELD_mi354,mi354,Gross amount before applicable outflow rate
EBA_Float,EBA_Float,EBA_FIELD_mi355,mi355,Net amount before applicable outflow/inflow rate
EBA_Float,EBA_Float,EBA_FIELD_mi356,mi356,Net amount of roll-overs plus new funds minus liabilities maturing
EBA_Float,EBA_Float,EBA_FIELD_mi357,mi357,Nominal value
EBA_Float,EBA_Float,EBA_FIELD_mi360,mi360,Value for CB-eligible collateral use
EBA_Float,EBA_Float,EBA_FIELD_mi37,mi37,Amount of cumulative change in fair values attributable to changes in credit risk
EBA_Float,EBA_Float,EBA_FIELD_mi40,mi40,Amount that exceeds the limit for grandfathering of instruments not constituting State aid
EBA_Float,EBA_Float,EBA_FIELD_mi41,mi41,Amount that exceeds the limits for grandfathering
EBA_Float,EBA_Float,EBA_FIELD_mi419,mi419,Capped notional amount
EBA_Float,EBA_Float,EBA_FIELD_mi42,mi42,Amount used for LGD adjustment
EBA_Float,EBA_Float,EBA_FIELD_mi420,mi420,Market value
EBA_Float,EBA_Float,EBA_FIELD_mi422,mi422,Leverage ratio exposure amount hypothetically exempted
EBA_Float,EBA_Float,EBA_FIELD_mi423,mi423,Amounts deducted with fully phased-in definition
EBA_Float,EBA_Float,EBA_FIELD_mi424,mi424,Amounts deducted including transitional provisions
EBA_Float,EBA_Float,EBA_FIELD_mi425,mi425,Add-on amount for difference between transaction legs
EBA_Float,EBA_Float,EBA_FIELD_mi426,mi426,Add-on amount for floor adjustment
EBA_Float,EBA_Float,EBA_FIELD_mi427,mi427,Value of exempted leg of client-cleared trade exposures
EBA_Float,EBA_Float,EBA_FIELD_mi428,mi428,Current replacement cost
EBA_Float,EBA_Float,EBA_FIELD_mi429,mi429,Amount of eligible cash variation margin offset against derivatives market values
EBA_Float,EBA_Float,EBA_FIELD_mi43,mi43,Amounts derecognised for capital purposes
EBA_Float,EBA_Float,EBA_FIELD_mi430,mi430,Potential future exposure value
EBA_Float,EBA_Float,EBA_FIELD_mi431,mi431,Original exposure value
EBA_Float,EBA_Float,EBA_FIELD_mi432,mi432,Amount of eligible purchased credit derivatives offset against written credit derivatives
EBA_Float,EBA_Float,EBA_FIELD_mi433,mi433,Liquidity coverage market value
EBA_Float,EBA_Float,EBA_FIELD_mi435,mi435,Liquidity coverage weighted amount
EBA_Float,EBA_Float,EBA_FIELD_mi436,mi436,Liquidity coverage cash value
EBA_Float,EBA_Float,EBA_FIELD_mi437,mi437,Liquidity coverage market value of collateral given
EBA_Float,EBA_Float,EBA_FIELD_mi438,mi438,Liquidity coverage weighted amount of collateral given
EBA_Float,EBA_Float,EBA_FIELD_mi439,mi439,Liquidity coverage market value of collateral received
EBA_Float,EBA_Float,EBA_FIELD_mi44,mi44,Amounts exempted from the LE regime
EBA_Float,EBA_Float,EBA_FIELD_mi440,mi440,Liquidity coverage weighted amount of collateral received
EBA_Float,EBA_Float,EBA_FIELD_mi441,mi441,Amount of reduction for inflows
EBA_Float,EBA_Float,EBA_FIELD_mi442,mi442,Excess liquid assets amount
EBA_Float,EBA_Float,EBA_FIELD_mi443,mi443,Liquidity coverage weighted amount adjusted before cap
EBA_Float,EBA_Float,EBA_FIELD_mi444,mi444,Outflows for adjustment of Liquidity coverage weighted amount
EBA_Float,EBA_Float,EBA_FIELD_mi445,mi445,Inflows for adjustment of Liquidity coverage weighted amount
EBA_Float,EBA_Float,EBA_FIELD_mi446,mi446,Liquidity coverage weighted amount adjusted after cap
EBA_Float,EBA_Float,EBA_FIELD_mi447,mi447,Amount of Pillar 2 requirement
EBA_Float,EBA_Float,EBA_FIELD_mi448,mi448,Alternative leverage ratio exposure value. Add-on amount
EBA_Float,EBA_Float,EBA_FIELD_mi449,mi449,Alternative leverage ratio exposure value. Add-on amount assuming no netting or other credit risk mitigation
EBA_Float,EBA_Float,EBA_FIELD_mi45,mi45,"Amounts not recognised as an asset, due to limits of paragraph 58 (b)"
EBA_Float,EBA_Float,EBA_FIELD_mi450,mi450,Deficit of total capital as regards the minimum own funds requirements of the Basel I floor
EBA_Float,EBA_Float,EBA_FIELD_mi457,mi457,"Accumulated impairment, accumulated changes in fair value due to credit risk, provisions"
EBA_Float,EBA_Float,EBA_FIELD_mi459,mi459,Factor amount
EBA_Float,EBA_Float,EBA_FIELD_mi462,mi462,Exposure Value (IFRS 9)
EBA_Float,EBA_Float,EBA_FIELD_mi466,mi466,Expected credit loss amount (IFRS 9)
EBA_Float,EBA_Float,EBA_FIELD_mi47,mi47,Applicable limit for institutions
EBA_Float,EBA_Float,EBA_FIELD_mi478,mi478,Exposure value including total provisions and adjustments or deductions (uncapped)
EBA_Float,EBA_Float,EBA_FIELD_mi479,mi479,"Market value, fair value"
EBA_Float,EBA_Float,EBA_FIELD_mi482,mi482,Sensitivity to delta risk factors
EBA_Float,EBA_Float,EBA_FIELD_mi483,mi483,Gross jump-to-default (JTD) amount
EBA_Float,EBA_Float,EBA_FIELD_mi484,mi484,Gross notional value
EBA_Float,EBA_Float,EBA_FIELD_mi485,mi485,Adjustment to risk weighted exposure amount due to SME supporting factor
EBA_Float,EBA_Float,EBA_FIELD_mi486,mi486,Adjustment to risk weighted exposure amount due to Infrastructure projects supporting factor
EBA_Float,EBA_Float,EBA_FIELD_mi487,mi487,"Exposure value, net of value adjustments and provisions and excluding exposures cleared through a CCP"
EBA_Float,EBA_Float,EBA_FIELD_mi488,mi488,Pre-credit derivatives risk weighted exposure amount
EBA_Float,EBA_Float,EBA_FIELD_mi49,mi49,Applicable limit for non institutions
EBA_Float,EBA_Float,EBA_FIELD_mi496,mi496,Replacement cost without the effect of NICA and cash variation margin
EBA_Float,EBA_Float,EBA_FIELD_mi497,mi497,Effect recognised of collateral on NICA for QCCP client-cleared transactions
EBA_Float,EBA_Float,EBA_FIELD_mi498,mi498,Potential future exposure value (multiplier at 1)
EBA_Float,EBA_Float,EBA_FIELD_mi499,mi499,Effect lower multiplier for QCCP client-cleared transaction on the PFE
EBA_Float,EBA_Float,EBA_FIELD_mi500,mi500,Positive fair value
EBA_Float,EBA_Float,EBA_FIELD_mi501,mi501,Negative fair value
EBA_Float,EBA_Float,EBA_FIELD_mi502,mi502,Adjustments to carrying amount
EBA_Float,EBA_Float,EBA_FIELD_mi503,mi503,"Accumulated impairment, accumulated negative changes in fair value due to credit risk"
EBA_Float,EBA_Float,EBA_FIELD_mi504,mi504,Accumulated negative changes in fair value due to credit risk
EBA_Float,EBA_Float,EBA_FIELD_mi505,mi505,Accumulated negative value adjustments. Market risk induced
EBA_Float,EBA_Float,EBA_FIELD_mi506,mi506,Accumulated negative value adjustments. Credit risk induced
EBA_Float,EBA_Float,EBA_FIELD_mi507,mi507,Accumulated write-offs. Partial
EBA_Float,EBA_Float,EBA_FIELD_mi508,mi508,Accumulated write-offs. Total
EBA_Float,EBA_Float,EBA_FIELD_mi51,mi51,ASA modified nominal amount
EBA_Float,EBA_Float,EBA_FIELD_mi517,mi517,Carrying amount of non-derivative financial assets (net of direct short positions)
EBA_Float,EBA_Float,EBA_FIELD_mi52,mi52,Assumed charge for CTP floor - weighted positions after cap
EBA_Float,EBA_Float,EBA_FIELD_mi523,mi523,Gross loss amount net of direct recoveries (flow)
EBA_Float,EBA_Float,EBA_FIELD_mi526,mi526,Cash value
EBA_Float,EBA_Float,EBA_FIELD_mi527,mi527,Cash value (net)
EBA_Float,EBA_Float,EBA_FIELD_mi528,mi528,Carrying amount (net)
EBA_Float,EBA_Float,EBA_FIELD_mi529,mi529,Fair value (net)
EBA_Float,EBA_Float,EBA_FIELD_mi53,mi53,Carrying amount
EBA_Float,EBA_Float,EBA_FIELD_mi530,mi530,Nominal amount (net)
EBA_Float,EBA_Float,EBA_FIELD_mi531,mi531,"Carrying amount, fair value, nominal amount (net)"
EBA_Float,EBA_Float,EBA_FIELD_mi532,mi532,"Cash value, market value (net)"
EBA_Float,EBA_Float,EBA_FIELD_mi533,mi533,Market value. Positive
EBA_Float,EBA_Float,EBA_FIELD_mi534,mi534,Additional valuation adjustment
EBA_Float,EBA_Float,EBA_FIELD_mi535,mi535,Upside uncertainty
EBA_Float,EBA_Float,EBA_FIELD_mi536,mi536,QTD revenue
EBA_Float,EBA_Float,EBA_FIELD_mi537,mi537,IPV difference
EBA_Float,EBA_Float,EBA_FIELD_mi538,mi538,Fair value adjustments
EBA_Float,EBA_Float,EBA_FIELD_mi539,mi539,Total of net amount
EBA_Float,EBA_Float,EBA_FIELD_mi549,mi549,Accounting value under trade date accounting
EBA_Float,EBA_Float,EBA_FIELD_mi55,mi55,Limit for grandfathering
EBA_Float,EBA_Float,EBA_FIELD_mi559,mi559,IPV difference.Output testing
EBA_Float,EBA_Float,EBA_FIELD_mi56,mi56,Base amount for calculating the limit
EBA_Float,EBA_Float,EBA_FIELD_mi560,mi560,Amount offset in accounting under trade date accounting
EBA_Float,EBA_Float,EBA_FIELD_mi561,mi561,Amount offset for the calculation of the LR exposure value under trade date accounting
EBA_Float,EBA_Float,EBA_FIELD_mi568,mi568,Nominal value of commitments to pay under settlement date accounting
EBA_Float,EBA_Float,EBA_FIELD_mi57,mi57,Base for calculating the limit for grandfathering of instruments not constituting State aid
EBA_Float,EBA_Float,EBA_FIELD_mi570,mi570,Amount offset for the calculation of the LR exposure value under settlement date accounting
EBA_Float,EBA_Float,EBA_FIELD_mi58,mi58,Amount fully phased-in definition
EBA_Float,EBA_Float,EBA_FIELD_mi582,mi582,Value after accounting netting
EBA_Float,EBA_Float,EBA_FIELD_mi583,mi583,Amount netted under the applicable accounting framework
EBA_Float,EBA_Float,EBA_FIELD_mi586,mi586,"Amount allowed to be netted when the institution transfer the individual original accounts into a single account, setting the original accounts to zero on daily basis."
EBA_Float,EBA_Float,EBA_FIELD_mi587,mi587,"Amount allowed to be netted when the institution transfer the individual original accounts into a single account, setting the original accounts to zero but does not do it on daily basis."
EBA_Float,EBA_Float,EBA_FIELD_mi591,mi591,Monetary amount (criticality assessment of economic functions)
EBA_Float,EBA_Float,EBA_FIELD_mi6,mi6,Accumulated changes in fair value due to credit risk
EBA_Float,EBA_Float,EBA_FIELD_mi602,mi602,Outstanding amount. Principal
EBA_Float,EBA_Float,EBA_FIELD_mi603,mi603,Outstanding amount. Accrued interest
EBA_Float,EBA_Float,EBA_FIELD_mi623,mi623,Estimated close-out amount
EBA_Float,EBA_Float,EBA_FIELD_mi63,mi63,Average incremental default and migration risk capital charge
EBA_Float,EBA_Float,EBA_FIELD_mi633,mi633,Amount by which the exposure value is reduced
EBA_Float,EBA_Float,EBA_FIELD_mi636,mi636,Non refundable price purchase discount
EBA_Float,EBA_Float,EBA_FIELD_mi637,mi637,Specific credit risk adjustments on underlying exposures
EBA_Float,EBA_Float,EBA_FIELD_mi638,mi638,Reduction due to risk weight cap
EBA_Float,EBA_Float,EBA_FIELD_mi639,mi639,Reduction due to overall cap
EBA_Float,EBA_Float,EBA_FIELD_mi640,mi640,RW corresponding to the protection provider/instrument
EBA_Float,EBA_Float,EBA_FIELD_mi641,mi641,Amounts deducted or added including transitional provisions
EBA_Float,EBA_Float,EBA_FIELD_mi642,mi642,Risk weighted exposure amount under SEC-ERBA
EBA_Float,EBA_Float,EBA_FIELD_mi643,mi643,Risk weighted exposure amount under SEC-SA
EBA_Float,EBA_Float,EBA_FIELD_mi644,mi644,Leverage ratio amount
EBA_Float,EBA_Float,EBA_FIELD_mi645,mi645,Leverage ratio requirement
EBA_Float,EBA_Float,EBA_FIELD_mi646,mi646,Leverage ratio guidance
EBA_Float,EBA_Float,EBA_FIELD_mi65,mi65,Carrying amount [before restatement]
EBA_Float,EBA_Float,EBA_FIELD_mi650,mi650,Replacement cost
EBA_Float,EBA_Float,EBA_FIELD_mi651,mi651,Leverage ratio exposure value net of the exempted CCP leg of client-cleared trade exposures (mean of daily values over a quarter)
EBA_Float,EBA_Float,EBA_FIELD_mi652,mi652,LR exposure value (mean of daily values over a quarter)
EBA_Float,EBA_Float,EBA_FIELD_mi653,mi653,Exposure value deducted from CET 1 or Additional Tier 1 items
EBA_Float,EBA_Float,EBA_FIELD_mi657,mi657,Liquidity coverage weighted amount adjusted
EBA_Float,EBA_Float,EBA_FIELD_mi658,mi658,Risk weighted exposure amount corresponding to the outflow from securitisations toother exposure classes
EBA_Float,EBA_Float,EBA_FIELD_mi66,mi66,Carrying amount of Collateral obtained
EBA_Float,EBA_Float,EBA_FIELD_mi663,mi663,Exposure-weighted average maturity of assets
EBA_Float,EBA_Float,EBA_FIELD_mi667,mi667,Credit risk adjustments during the current period
EBA_Float,EBA_Float,EBA_FIELD_mi678,mi678,Accumulated negative changes for collateral obtained
EBA_Float,EBA_Float,EBA_FIELD_mi679,mi679,Gross carrying amount of collateral obtained
EBA_Float,EBA_Float,EBA_FIELD_mi682,mi682,Amount of cash or cash equivalents collected net of costs
EBA_Float,EBA_Float,EBA_FIELD_mi688,mi688,Write-offs during the period
EBA_Float,EBA_Float,EBA_FIELD_mi689,mi689,Write-offs during the period.Debt forgiveness
EBA_Float,EBA_Float,EBA_FIELD_mi690,mi690,Gross carrying amount of exposures derecognised in exchange for collateral obtained by taking possession
EBA_Float,EBA_Float,EBA_FIELD_mi691,mi691,"Accumulated impairment, accumulated negative changes in fair value due to credit risk for exposures derecognised in exchange for collateral obtained by taking possession"
EBA_Float,EBA_Float,EBA_FIELD_mi692,mi692,Cash collected net of costs in exchange of sold collateral
EBA_Float,EBA_Float,EBA_FIELD_mi693,mi693,Fair value of financial instruments replacing collateral sold
EBA_Float,EBA_Float,EBA_FIELD_mi696,mi696,Net cumulated recoveries from litigation procedures concluded during the period
EBA_Float,EBA_Float,EBA_FIELD_mi697,mi697,Gross carrying amount of exposures derecognised due to litigation procedures concluded during the period
EBA_Float,EBA_Float,EBA_FIELD_mi7,mi7,Accumulated impairment
EBA_Float,EBA_Float,EBA_FIELD_mi702,mi702,Applicable limit for institutions or group
EBA_Float,EBA_Float,EBA_FIELD_mi704,mi704,Size of the derivative business
EBA_Float,EBA_Float,EBA_FIELD_mi705,mi705,Credit derivatives that are recognised as internal hedges against non-trading book credit risk exposures
EBA_Float,EBA_Float,EBA_FIELD_mi723,mi723,Value of open positions
EBA_Float,EBA_Float,EBA_FIELD_mi724,mi724,Nominal amount of transactions (average)
EBA_Float,EBA_Float,EBA_FIELD_mi725,mi725,Nominal amount of transactions (average). Payment transactions (amounts sent)
EBA_Float,EBA_Float,EBA_FIELD_mi726,mi726,Nominal amount of transactions (average). Cash withdrawals
EBA_Float,EBA_Float,EBA_FIELD_mi727,mi727,Nominal amount of transactions (average). Securities settlement (internal and external)
EBA_Float,EBA_Float,EBA_FIELD_mi728,mi728,Fee and commission
EBA_Float,EBA_Float,EBA_FIELD_mi729,mi729,Number of transactions.Underwritten transactions
EBA_Float,EBA_Float,EBA_FIELD_mi740,mi740,Market value. Negative
EBA_Float,EBA_Float,EBA_FIELD_mi744,mi744,Contribution to default fund
EBA_Float,EBA_Float,EBA_FIELD_mi745,mi745,Value of positions
EBA_Float,EBA_Float,EBA_FIELD_mi746,mi746,Nominal amount of transactions
EBA_Float,EBA_Float,EBA_FIELD_mi747,mi747,Peak amount of intraday liquidity or collateral requirements
EBA_Float,EBA_Float,EBA_FIELD_mi748,mi748,Estimated amount of additional liquidity or collateral requirements in a stress situation
EBA_Float,EBA_Float,EBA_FIELD_mi76,mi76,Computable amount
EBA_Float,EBA_Float,EBA_FIELD_mi77,mi77,Computable amount - Individual basis
EBA_Float,EBA_Float,EBA_FIELD_mi770,mi770,"Value of the collateral (pre haircuts, uncapped)"
EBA_Float,EBA_Float,EBA_FIELD_mi772,mi772,Gains and losses on derecognition
EBA_Float,EBA_Float,EBA_FIELD_mi773,mi773,Amount of payment
EBA_Float,EBA_Float,EBA_FIELD_mi776,mi776,Gross deferred amount (undiscounted)
EBA_Float,EBA_Float,EBA_FIELD_mi777,mi777,Adjustment to awarded remuneration
EBA_Float,EBA_Float,EBA_FIELD_mi779,mi779,NSFR weighted amount
EBA_Float,EBA_Float,EBA_FIELD_mi78,mi78,"Computable amount, gross"
EBA_Float,EBA_Float,EBA_FIELD_mi780,mi780,Variation margin
EBA_Float,EBA_Float,EBA_FIELD_mi781,mi781,Net independent collateral amount
EBA_Float,EBA_Float,EBA_FIELD_mi782,mi782,Current exposure
EBA_Float,EBA_Float,EBA_FIELD_mi783,mi783,Effective expected positive exposure
EBA_Float,EBA_Float,EBA_FIELD_mi784,mi784,Alpha used for computing regulatory exposure value
EBA_Float,EBA_Float,EBA_FIELD_mi787,mi787,SA-CCR/Simplified SA-CCR Add-on
EBA_Float,EBA_Float,EBA_FIELD_mi788,mi788,Stressed effective expected positive exposure
EBA_Float,EBA_Float,EBA_FIELD_mi79,mi79,"Computable amount, net"
EBA_Float,EBA_Float,EBA_FIELD_mi793,mi793,Risk weighted exposure amount after supporting factors
EBA_Float,EBA_Float,EBA_FIELD_mi795,mi795,Risk weighted exposure amount pre supporting factors
EBA_Float,EBA_Float,EBA_FIELD_mi796,mi796,Exposure weighted conversion factors
EBA_Float,EBA_Float,EBA_FIELD_mi8,mi8,Accumulated write-offs
EBA_Float,EBA_Float,EBA_FIELD_mi80,mi80,"Computable amount, offsetting position"
EBA_Float,EBA_Float,EBA_FIELD_mi807,mi807,Revaluation difference
EBA_Float,EBA_Float,EBA_FIELD_mi81,mi81,Amount including transitional provisions
EBA_Float,EBA_Float,EBA_FIELD_mi811,mi811,Stable funding weighted amount
EBA_Float,EBA_Float,EBA_FIELD_mi812,mi812,Fair value. Initial margin
EBA_Float,EBA_Float,EBA_FIELD_mi813,mi813,Fair value. Variation margin
EBA_Float,EBA_Float,EBA_FIELD_mi815,mi815,"Carrying amount, nominal amount, net positive current exposure, potential future exposure"
EBA_Float,EBA_Float,EBA_FIELD_mi816,mi816,Gross amount
EBA_Float,EBA_Float,EBA_FIELD_mi817,mi817,Assets held as custodian on behalf of customers
EBA_Float,EBA_Float,EBA_FIELD_mi818,mi818,Total underwritten transactions
EBA_Float,EBA_Float,EBA_FIELD_mi82,mi82,"Computable amount, Total"
EBA_Float,EBA_Float,EBA_FIELD_mi823,mi823,Risk weighted exposure amount before supporting factors
EBA_Float,EBA_Float,EBA_FIELD_mi828,mi828,"Amounts eligible for the purposes of MREL, but not TLAC"
EBA_Float,EBA_Float,EBA_FIELD_mi87,mi87,CRM substitution effects Inflows including value adjustments and provisions
EBA_Float,EBA_Float,EBA_FIELD_mi88,mi88,"CRM substitution effects Inflows, net of value adjustments and provisions"
EBA_Float,EBA_Float,EBA_FIELD_mi884,mi884,"Execution price, Order price"
EBA_Float,EBA_Float,EBA_FIELD_mi885,mi885,Execution price
EBA_Float,EBA_Float,EBA_FIELD_mi886,mi886,Order price
EBA_Float,EBA_Float,EBA_FIELD_mi888,mi888,Contribution to total margin given
